FiscalYear,MonthYear,Town,AdmMonth,FYMonthOrder,AdmYear,MonthTotal
2015,December-14,Oxford,12,6,2014,14
2015,January-15,Oxford,1,7,2015,14
2015,February-15,Oxford,2,8,2015,10
2015,March-15,Oxford,3,9,2015,17
2015,April-15,Oxford,4,10,2015,10
2015,May-15,Oxford,5,11,2015,13
2015,June-15,Oxford,6,12,2015,18
2016,July-15,Oxford,7,1,2015,16
2016,August-15,Oxford,8,2,2015,17
2016,September-15,Oxford,9,3,2015,25
2016,October-15,Oxford,10,4,2015,19
2016,November-15,Oxford,11,5,2015,7
2016,December-15,Oxford,12,6,2015,10
2016,January-16,Oxford,1,7,2016,11
2016,February-16,Oxford,2,8,2016,17
2016,March-16,Oxford,3,9,2016,14
2016,April-16,Oxford,4,10,2016,17
2016,May-16,Oxford,5,11,2016,10
2016,June-16,Oxford,6,12,2016,20
2014,July-13,Plainfield,7,1,2013,48
2014,August-13,Plainfield,8,2,2013,43
2014,September-13,Plainfield,9,3,2013,44
2014,October-13,Plainfield,10,4,2013,40
2014,November-13,Plainfield,11,5,2013,30
2014,December-13,Plainfield,12,6,2013,31
2014,January-14,Plainfield,1,7,2014,39
2014,February-14,Plainfield,2,8,2014,31
2014,March-14,Plainfield,3,9,2014,38
2014,April-14,Plainfield,4,10,2014,41
2014,May-14,Plainfield,5,11,2014,45
2014,June-14,Plainfield,6,12,2014,37
2015,July-14,Plainfield,7,1,2014,32
2015,August-14,Plainfield,8,2,2014,58
2015,September-14,Plainfield,9,3,2014,31
2015,October-14,Plainfield,10,4,2014,43
2015,November-14,Plainfield,11,5,2014,29
2015,December-14,Plainfield,12,6,2014,35
2015,January-15,Plainfield,1,7,2015,29
2015,February-15,Plainfield,2,8,2015,31
2015,March-15,Plainfield,3,9,2015,47
2015,April-15,Plainfield,4,10,2015,32
2015,May-15,Plainfield,5,11,2015,40
2015,June-15,Plainfield,6,12,2015,46
2016,July-15,Plainfield,7,1,2015,54
2016,August-15,Plainfield,8,2,2015,55
2016,September-15,Plainfield,9,3,2015,38
2016,October-15,Plainfield,10,4,2015,42
2016,November-15,Plainfield,11,5,2015,25
2016,December-15,Plainfield,12,6,2015,37
2016,January-16,Plainfield,1,7,2016,30
2016,February-16,Plainfield,2,8,2016,32
2016,March-16,Plainfield,3,9,2016,50
2016,April-16,Plainfield,4,10,2016,37
2016,May-16,Plainfield,5,11,2016,24
2016,June-16,Plainfield,6,12,2016,24
2014,July-13,Plainville,7,1,2013,40
2014,August-13,Plainville,8,2,2013,41
2014,September-13,Plainville,9,3,2013,35
2014,October-13,Plainville,10,4,2013,33
2014,November-13,Plainville,11,5,2013,38
2014,December-13,Plainville,12,6,2013,33
2014,January-14,Plainville,1,7,2014,39
2014,February-14,Plainville,2,8,2014,33
2014,March-14,Plainville,3,9,2014,36
2014,April-14,Plainville,4,10,2014,39
2014,May-14,Plainville,5,11,2014,38
2014,June-14,Plainville,6,12,2014,29
2015,July-14,Plainville,7,1,2014,38
2015,August-14,Plainville,8,2,2014,33
2015,September-14,Plainville,9,3,2014,60
2015,October-14,Plainville,10,4,2014,36
2015,November-14,Plainville,11,5,2014,40
2015,December-14,Plainville,12,6,2014,28
2015,January-15,Plainville,1,7,2015,42
2015,February-15,Plainville,2,8,2015,39
2015,March-15,Plainville,3,9,2015,47
2015,April-15,Plainville,4,10,2015,33
2015,May-15,Plainville,5,11,2015,44
2015,June-15,Plainville,6,12,2015,41
2016,July-15,Plainville,7,1,2015,47
2016,August-15,Plainville,8,2,2015,39
2016,September-15,Plainville,9,3,2015,36
2016,October-15,Plainville,10,4,2015,38
2016,November-15,Plainville,11,5,2015,21
2016,December-15,Plainville,12,6,2015,48
2016,January-16,Plainville,1,7,2016,49
2016,February-16,Plainville,2,8,2016,35
2016,March-16,Plainville,3,9,2016,55
2016,April-16,Plainville,4,10,2016,47
2016,May-16,Plainville,5,11,2016,39
2016,June-16,Plainville,6,12,2016,44
2014,July-13,Plymouth,7,1,2013,24
2014,August-13,Plymouth,8,2,2013,28
2014,September-13,Plymouth,9,3,2013,23
2014,October-13,Plymouth,10,4,2013,19
2014,November-13,Plymouth,11,5,2013,26
2014,December-13,Plymouth,12,6,2013,25
2014,January-14,Plymouth,1,7,2014,27
2014,February-14,Plymouth,2,8,2014,20
2014,March-14,Plymouth,3,9,2014,16
2014,April-14,Plymouth,4,10,2014,34
2014,May-14,Plymouth,5,11,2014,23
2014,June-14,Plymouth,6,12,2014,20
2015,July-14,Plymouth,7,1,2014,48
2015,August-14,Plymouth,8,2,2014,19
2015,September-14,Plymouth,9,3,2014,35
2015,October-14,Plymouth,10,4,2014,27
2015,November-14,Plymouth,11,5,2014,32
2015,December-14,Plymouth,12,6,2014,27
2015,January-15,Plymouth,1,7,2015,32
2015,February-15,Plymouth,2,8,2015,29
2015,March-15,Plymouth,3,9,2015,28
2015,April-15,Plymouth,4,10,2015,32
2015,May-15,Plymouth,5,11,2015,32
2015,June-15,Plymouth,6,12,2015,30
2016,July-15,Plymouth,7,1,2015,26
2016,August-15,Plymouth,8,2,2015,30
2016,September-15,Plymouth,9,3,2015,23
2016,October-15,Plymouth,10,4,2015,31
2016,November-15,Plymouth,11,5,2015,18
2016,December-15,Plymouth,12,6,2015,25
2016,January-16,Plymouth,1,7,2016,37
2016,February-16,Plymouth,2,8,2016,30
2016,March-16,Plymouth,3,9,2016,23
2016,April-16,Plymouth,4,10,2016,33
2016,May-16,Plymouth,5,11,2016,19
2016,June-16,Plymouth,6,12,2016,34
2014,July-13,Portland,7,1,2013,16
2014,August-13,Portland,8,2,2013,14
2014,September-13,Portland,9,3,2013,14
2014,October-13,Portland,10,4,2013,20
2014,November-13,Portland,11,5,2013,18
2014,December-13,Portland,12,6,2013,19
2014,January-14,Portland,1,7,2014,15
2014,February-14,Portland,2,8,2014,11
2014,March-14,Portland,3,9,2014,16
2014,April-14,Portland,4,10,2014,22
2014,May-14,Portland,5,11,2014,17
2014,June-14,Portland,6,12,2014,24
2015,July-14,Portland,7,1,2014,28
2015,August-14,Portland,8,2,2014,15
2015,September-14,Portland,9,3,2014,18
2015,October-14,Portland,10,4,2014,20
2015,November-14,Portland,11,5,2014,10
2015,December-14,Portland,12,6,2014,17
2015,January-15,Portland,1,7,2015,17
2015,February-15,Portland,2,8,2015,25
2015,March-15,Portland,3,9,2015,25
2015,April-15,Portland,4,10,2015,26
2015,May-15,Portland,5,11,2015,21
2015,June-15,Portland,6,12,2015,17
2016,July-15,Portland,7,1,2015,24
2016,August-15,Portland,8,2,2015,19
2016,September-15,Portland,9,3,2015,21
2016,October-15,Portland,10,4,2015,18
2016,November-15,Portland,11,5,2015,15
2016,December-15,Portland,12,6,2015,24
2016,January-16,Portland,1,7,2016,19
2016,February-16,Portland,2,8,2016,14
2016,March-16,Portland,3,9,2016,22
2016,April-16,Portland,4,10,2016,19
2016,May-16,Portland,5,11,2016,17
2016,June-16,Portland,6,12,2016,23
2015,July-14,Prospect,7,1,2014,15
2015,August-14,Prospect,8,2,2014,13
2015,September-14,Prospect,9,3,2014,12
2015,October-14,Prospect,10,4,2014,16
2015,November-14,Prospect,11,5,2014,12
2015,December-14,Prospect,12,6,2014,11
2015,January-15,Prospect,1,7,2015,13
2015,February-15,Prospect,2,8,2015,13
2015,March-15,Prospect,3,9,2015,23
2015,April-15,Prospect,4,10,2015,15
2015,May-15,Prospect,5,11,2015,14
2015,June-15,Prospect,6,12,2015,10
2014,July-13,Putnam,7,1,2013,18
2014,August-13,Putnam,8,2,2013,28
2014,September-13,Putnam,9,3,2013,23
2014,October-13,Putnam,10,4,2013,20
2014,November-13,Putnam,11,5,2013,18
2014,December-13,Putnam,12,6,2013,32
2014,January-14,Putnam,1,7,2014,30
2014,February-14,Putnam,2,8,2014,21
2014,March-14,Putnam,3,9,2014,24
2014,April-14,Putnam,4,10,2014,35
2014,May-14,Putnam,5,11,2014,21
2014,June-14,Putnam,6,12,2014,33
2015,July-14,Putnam,7,1,2014,28
2015,August-14,Putnam,8,2,2014,23
2015,September-14,Putnam,9,3,2014,24
2015,October-14,Putnam,10,4,2014,25
2015,November-14,Putnam,11,5,2014,22
2015,December-14,Putnam,12,6,2014,23
2015,January-15,Putnam,1,7,2015,38
2015,February-15,Putnam,2,8,2015,16
2015,March-15,Putnam,3,9,2015,25
2015,April-15,Putnam,4,10,2015,33
2015,May-15,Putnam,5,11,2015,17
2015,June-15,Putnam,6,12,2015,32
2016,July-15,Putnam,7,1,2015,29
2016,August-15,Putnam,8,2,2015,31
2016,September-15,Putnam,9,3,2015,32
2016,October-15,Putnam,10,4,2015,24
2016,November-15,Putnam,11,5,2015,25
2016,December-15,Putnam,12,6,2015,25
2016,January-16,Putnam,1,7,2016,15
2016,February-16,Putnam,2,8,2016,17
2016,March-16,Putnam,3,9,2016,23
2016,April-16,Putnam,4,10,2016,23
2016,May-16,Putnam,5,11,2016,27
2016,June-16,Putnam,6,12,2016,25
2014,July-13,Ridgefield,7,1,2013,20
2014,August-13,Ridgefield,8,2,2013,14
2014,September-13,Ridgefield,9,3,2013,11
2014,October-13,Ridgefield,10,4,2013,17
2014,November-13,Ridgefield,11,5,2013,8
2014,December-13,Ridgefield,12,6,2013,16
2014,January-14,Ridgefield,1,7,2014,17
2014,February-14,Ridgefield,2,8,2014,12
2014,March-14,Ridgefield,3,9,2014,11
2014,April-14,Ridgefield,4,10,2014,16
2014,May-14,Ridgefield,5,11,2014,7
2014,June-14,Ridgefield,6,12,2014,12
2015,July-14,Ridgefield,7,1,2014,12
2015,August-14,Ridgefield,8,2,2014,8
2015,September-14,Ridgefield,9,3,2014,11
2015,October-14,Ridgefield,10,4,2014,12
2015,November-14,Ridgefield,11,5,2014,9
2015,December-14,Ridgefield,12,6,2014,10
2015,January-15,Ridgefield,1,7,2015,11
2015,February-15,Ridgefield,2,8,2015,13
2015,March-15,Ridgefield,3,9,2015,11
2015,April-15,Ridgefield,4,10,2015,11
2015,May-15,Ridgefield,5,11,2015,9
2015,June-15,Ridgefield,6,12,2015,10
2016,July-15,Ridgefield,7,1,2015,19
2016,August-15,Ridgefield,8,2,2015,11
2016,September-15,Ridgefield,9,3,2015,16
2016,October-15,Ridgefield,10,4,2015,13
2016,November-15,Ridgefield,11,5,2015,10
2016,December-15,Ridgefield,12,6,2015,13
2016,January-16,Ridgefield,1,7,2016,14
2016,February-16,Ridgefield,2,8,2016,17
2016,March-16,Ridgefield,3,9,2016,16
2016,April-16,Ridgefield,4,10,2016,19
2016,May-16,Ridgefield,5,11,2016,10
2016,June-16,Ridgefield,6,12,2016,12
2014,July-13,Rocky Hill,7,1,2013,24
2014,August-13,Rocky Hill,8,2,2013,21
2014,September-13,Rocky Hill,9,3,2013,23
2014,October-13,Rocky Hill,10,4,2013,24
2014,November-13,Rocky Hill,11,5,2013,17
2014,December-13,Rocky Hill,12,6,2013,32
2014,January-14,Rocky Hill,1,7,2014,30
2014,February-14,Rocky Hill,2,8,2014,20
2014,March-14,Rocky Hill,3,9,2014,33
2014,April-14,Rocky Hill,4,10,2014,13
2014,May-14,Rocky Hill,5,11,2014,19
2014,June-14,Rocky Hill,6,12,2014,18
2015,July-14,Rocky Hill,7,1,2014,16
2015,August-14,Rocky Hill,8,2,2014,22
2015,September-14,Rocky Hill,9,3,2014,26
2015,October-14,Rocky Hill,10,4,2014,19
2015,November-14,Rocky Hill,11,5,2014,16
2015,December-14,Rocky Hill,12,6,2014,13
2015,January-15,Rocky Hill,1,7,2015,12
2015,February-15,Rocky Hill,2,8,2015,17
2015,March-15,Rocky Hill,3,9,2015,15
2015,April-15,Rocky Hill,4,10,2015,14
2015,May-15,Rocky Hill,5,11,2015,19
2015,June-15,Rocky Hill,6,12,2015,21
2016,July-15,Rocky Hill,7,1,2015,17
2016,August-15,Rocky Hill,8,2,2015,22
2016,September-15,Rocky Hill,9,3,2015,22
2016,October-15,Rocky Hill,10,4,2015,9
2016,November-15,Rocky Hill,11,5,2015,11
2016,December-15,Rocky Hill,12,6,2015,17
2016,January-16,Rocky Hill,1,7,2016,15
2016,February-16,Rocky Hill,2,8,2016,18
2016,March-16,Rocky Hill,3,9,2016,24
2016,April-16,Rocky Hill,4,10,2016,14
2016,May-16,Rocky Hill,5,11,2016,16
2016,June-16,Rocky Hill,6,12,2016,23
2014,July-13,Seymour,7,1,2013,24
2014,August-13,Seymour,8,2,2013,26
2014,September-13,Seymour,9,3,2013,21
2014,October-13,Seymour,10,4,2013,25
2014,November-13,Seymour,11,5,2013,33
2014,December-13,Seymour,12,6,2013,24
2014,January-14,Seymour,1,7,2014,22
2014,February-14,Seymour,2,8,2014,27
2014,March-14,Seymour,3,9,2014,30
2014,April-14,Seymour,4,10,2014,33
2014,May-14,Seymour,5,11,2014,34
2014,June-14,Seymour,6,12,2014,26
2015,July-14,Seymour,7,1,2014,30
2015,August-14,Seymour,8,2,2014,25
2015,September-14,Seymour,9,3,2014,27
2015,October-14,Seymour,10,4,2014,21
2015,November-14,Seymour,11,5,2014,31
2015,December-14,Seymour,12,6,2014,27
2015,January-15,Seymour,1,7,2015,24
2015,February-15,Seymour,2,8,2015,28
2015,March-15,Seymour,3,9,2015,31
2015,April-15,Seymour,4,10,2015,37
2015,May-15,Seymour,5,11,2015,30
2015,June-15,Seymour,6,12,2015,31
2016,July-15,Seymour,7,1,2015,29
2016,August-15,Seymour,8,2,2015,27
2016,September-15,Seymour,9,3,2015,36
2016,October-15,Seymour,10,4,2015,30
2016,November-15,Seymour,11,5,2015,23
2016,December-15,Seymour,12,6,2015,30
2016,January-16,Seymour,1,7,2016,28
2016,February-16,Seymour,2,8,2016,25
2016,March-16,Seymour,3,9,2016,25
2016,April-16,Seymour,4,10,2016,20
2016,May-16,Seymour,5,11,2016,18
2016,June-16,Seymour,6,12,2016,28
2015,July-14,Sharon,7,1,2014,16
2015,August-14,Sharon,8,2,2014,11
2015,September-14,Sharon,9,3,2014,9
2015,October-14,Sharon,10,4,2014,8
2015,November-14,Sharon,11,5,2014,7
2015,December-14,Sharon,12,6,2014,13
2015,January-15,Sharon,1,7,2015,7
2015,February-15,Sharon,2,8,2015,6
2015,March-15,Sharon,3,9,2015,10
2015,April-15,Sharon,4,10,2015,7
2015,May-15,Sharon,5,11,2015,8
2015,June-15,Sharon,6,12,2015,16
2014,July-13,Shelton,7,1,2013,49
2014,August-13,Shelton,8,2,2013,47
2014,September-13,Shelton,9,3,2013,53
2014,October-13,Shelton,10,4,2013,47
2014,November-13,Shelton,11,5,2013,42
2014,December-13,Shelton,12,6,2013,41
2014,January-14,Shelton,1,7,2014,46
2014,February-14,Shelton,2,8,2014,46
2014,March-14,Shelton,3,9,2014,55
2014,April-14,Shelton,4,10,2014,52
2014,May-14,Shelton,5,11,2014,50
2014,June-14,Shelton,6,12,2014,53
2015,July-14,Shelton,7,1,2014,65
2015,August-14,Shelton,8,2,2014,45
2015,September-14,Shelton,9,3,2014,63
2015,October-14,Shelton,10,4,2014,62
2015,November-14,Shelton,11,5,2014,55
2015,December-14,Shelton,12,6,2014,60
2015,January-15,Shelton,1,7,2015,71
2015,February-15,Shelton,2,8,2015,55
2015,March-15,Shelton,3,9,2015,70
2015,April-15,Shelton,4,10,2015,63
2015,May-15,Shelton,5,11,2015,59
2015,June-15,Shelton,6,12,2015,63
2016,July-15,Shelton,7,1,2015,56
2016,August-15,Shelton,8,2,2015,62
2016,September-15,Shelton,9,3,2015,67
2016,October-15,Shelton,10,4,2015,50
2016,November-15,Shelton,11,5,2015,46
2016,December-15,Shelton,12,6,2015,50
2016,January-16,Shelton,1,7,2016,56
2016,February-16,Shelton,2,8,2016,66
2016,March-16,Shelton,3,9,2016,64
2016,April-16,Shelton,4,10,2016,67
2016,May-16,Shelton,5,11,2016,53
2016,June-16,Shelton,6,12,2016,61
2015,July-14,Simsbury,7,1,2014,13
2015,August-14,Simsbury,8,2,2014,11
2015,September-14,Simsbury,9,3,2014,15
2015,October-14,Simsbury,10,4,2014,8
2015,November-14,Simsbury,11,5,2014,10
2015,December-14,Simsbury,12,6,2014,17
2015,January-15,Simsbury,1,7,2015,11
2015,February-15,Simsbury,2,8,2015,10
2015,March-15,Simsbury,3,9,2015,13
2015,April-15,Simsbury,4,10,2015,19
2015,May-15,Simsbury,5,11,2015,11
2015,June-15,Simsbury,6,12,2015,20
2014,July-13,Somers,7,1,2013,11
2014,August-13,Somers,8,2,2013,8
2014,September-13,Somers,9,3,2013,14
2014,October-13,Somers,10,4,2013,16
2014,November-13,Somers,11,5,2013,13
2014,December-13,Somers,12,6,2013,13
2014,January-14,Somers,1,7,2014,11
2014,February-14,Somers,2,8,2014,11
2014,March-14,Somers,3,9,2014,14
2014,April-14,Somers,4,10,2014,13
2014,May-14,Somers,5,11,2014,15
2014,June-14,Somers,6,12,2014,11
2015,July-14,Somers,7,1,2014,26
2015,August-14,Somers,8,2,2014,9
2015,September-14,Somers,9,3,2014,16
2015,October-14,Somers,10,4,2014,20
2015,November-14,Somers,11,5,2014,7
2015,December-14,Somers,12,6,2014,7
2015,January-15,Somers,1,7,2015,18
2015,February-15,Somers,2,8,2015,13
2015,March-15,Somers,3,9,2015,18
2015,April-15,Somers,4,10,2015,10
2015,May-15,Somers,5,11,2015,10
2015,June-15,Somers,6,12,2015,13
2016,July-15,Somers,7,1,2015,18
2016,August-15,Somers,8,2,2015,17
2016,September-15,Somers,9,3,2015,8
2016,October-15,Somers,10,4,2015,15
2016,November-15,Somers,11,5,2015,16
2016,December-15,Somers,12,6,2015,10
2016,January-16,Somers,1,7,2016,12
2016,February-16,Somers,2,8,2016,9
2016,March-16,Somers,3,9,2016,16
2016,April-16,Somers,4,10,2016,11
2016,May-16,Somers,5,11,2016,9
2016,June-16,Somers,6,12,2016,14
2014,July-13,South Windsor,7,1,2013,18
2014,August-13,South Windsor,8,2,2013,10
2014,September-13,South Windsor,9,3,2013,13
2014,October-13,South Windsor,10,4,2013,13
2014,November-13,South Windsor,11,5,2013,10
2014,December-13,South Windsor,12,6,2013,11
2014,January-14,South Windsor,1,7,2014,11
2014,February-14,South Windsor,2,8,2014,9
2014,March-14,South Windsor,3,9,2014,14
2014,April-14,South Windsor,4,10,2014,13
2014,May-14,South Windsor,5,11,2014,14
2014,June-14,South Windsor,6,12,2014,12
2015,July-14,South Windsor,7,1,2014,14
2015,August-14,South Windsor,8,2,2014,7
2015,September-14,South Windsor,9,3,2014,10
2015,October-14,South Windsor,10,4,2014,20
2015,November-14,South Windsor,11,5,2014,11
2015,December-14,South Windsor,12,6,2014,22
2015,January-15,South Windsor,1,7,2015,19
2015,February-15,South Windsor,2,8,2015,15
2015,March-15,South Windsor,3,9,2015,11
2015,April-15,South Windsor,4,10,2015,12
2015,May-15,South Windsor,5,11,2015,14
2015,June-15,South Windsor,6,12,2015,20
2016,July-15,South Windsor,7,1,2015,10
2016,August-15,South Windsor,8,2,2015,12
2016,September-15,South Windsor,9,3,2015,11
2016,October-15,South Windsor,10,4,2015,10
2016,November-15,South Windsor,11,5,2015,16
2016,December-15,South Windsor,12,6,2015,12
2016,January-16,South Windsor,1,7,2016,18
2016,February-16,South Windsor,2,8,2016,17
2016,March-16,South Windsor,3,9,2016,16
2016,April-16,South Windsor,4,10,2016,15
2016,May-16,South Windsor,5,11,2016,20
2016,June-16,South Windsor,6,12,2016,18
2014,July-13,Southbury,7,1,2013,12
2014,August-13,Southbury,8,2,2013,16
2014,September-13,Southbury,9,3,2013,12
2014,October-13,Southbury,10,4,2013,10
2014,November-13,Southbury,11,5,2013,13
2014,December-13,Southbury,12,6,2013,18
2014,January-14,Southbury,1,7,2014,26
2014,February-14,Southbury,2,8,2014,15
2014,March-14,Southbury,3,9,2014,18
2014,April-14,Southbury,4,10,2014,21
2014,May-14,Southbury,5,11,2014,27
2014,June-14,Southbury,6,12,2014,21
2015,July-14,Southbury,7,1,2014,16
2015,August-14,Southbury,8,2,2014,15
2015,September-14,Southbury,9,3,2014,18
2015,October-14,Southbury,10,4,2014,18
2015,November-14,Southbury,11,5,2014,9
2015,December-14,Southbury,12,6,2014,22
2015,January-15,Southbury,1,7,2015,24
2015,February-15,Southbury,2,8,2015,13
2015,March-15,Southbury,3,9,2015,18
2015,April-15,Southbury,4,10,2015,20
2015,May-15,Southbury,5,11,2015,25
2015,June-15,Southbury,6,12,2015,20
2016,July-15,Southbury,7,1,2015,27
2016,August-15,Southbury,8,2,2015,27
2016,September-15,Southbury,9,3,2015,16
2016,October-15,Southbury,10,4,2015,21
2016,November-15,Southbury,11,5,2015,17
2016,December-15,Southbury,12,6,2015,14
2016,January-16,Southbury,1,7,2016,20
2016,February-16,Southbury,2,8,2016,18
2016,March-16,Southbury,3,9,2016,23
2016,April-16,Southbury,4,10,2016,17
2016,May-16,Southbury,5,11,2016,11
2016,June-16,Southbury,6,12,2016,11
2014,July-13,Southington,7,1,2013,53
2014,August-13,Southington,8,2,2013,63
2014,September-13,Southington,9,3,2013,56
2014,October-13,Southington,10,4,2013,59
2014,November-13,Southington,11,5,2013,50
2014,December-13,Southington,12,6,2013,42
2014,January-14,Southington,1,7,2014,68
2014,February-14,Southington,2,8,2014,62
2014,March-14,Southington,3,9,2014,58
2014,April-14,Southington,4,10,2014,54
2014,May-14,Southington,5,11,2014,66
2014,June-14,Southington,6,12,2014,70
2015,July-14,Southington,7,1,2014,65
2015,August-14,Southington,8,2,2014,58
2015,September-14,Southington,9,3,2014,65
2015,October-14,Southington,10,4,2014,48
2015,November-14,Southington,11,5,2014,49
2015,December-14,Southington,12,6,2014,66
2015,January-15,Southington,1,7,2015,66
2015,February-15,Southington,2,8,2015,61
2015,March-15,Southington,3,9,2015,80
2015,April-15,Southington,4,10,2015,67
2015,May-15,Southington,5,11,2015,50
2015,June-15,Southington,6,12,2015,68
2016,July-15,Southington,7,1,2015,66
2016,August-15,Southington,8,2,2015,49
2016,September-15,Southington,9,3,2015,65
2016,October-15,Southington,10,4,2015,76
2016,November-15,Southington,11,5,2015,53
2016,December-15,Southington,12,6,2015,44
2016,January-16,Southington,1,7,2016,62
2016,February-16,Southington,2,8,2016,64
2016,March-16,Southington,3,9,2016,62
2016,April-16,Southington,4,10,2016,63
2016,May-16,Southington,5,11,2016,71
2016,June-16,Southington,6,12,2016,67
2014,July-13,Stafford,7,1,2013,24
2014,August-13,Stafford,8,2,2013,20
2014,September-13,Stafford,9,3,2013,23
2014,October-13,Stafford,10,4,2013,30
2014,November-13,Stafford,11,5,2013,23
2014,December-13,Stafford,12,6,2013,20
2014,January-14,Stafford,1,7,2014,19
2014,February-14,Stafford,2,8,2014,23
2014,March-14,Stafford,3,9,2014,19
2014,April-14,Stafford,4,10,2014,28
2014,May-14,Stafford,5,11,2014,23
2014,June-14,Stafford,6,12,2014,20
2015,July-14,Stafford,7,1,2014,22
2015,August-14,Stafford,8,2,2014,13
2015,September-14,Stafford,9,3,2014,22
2015,October-14,Stafford,10,4,2014,27
2015,November-14,Stafford,11,5,2014,11
2015,December-14,Stafford,12,6,2014,15
2015,January-15,Stafford,1,7,2015,13
2015,February-15,Stafford,2,8,2015,12
2015,March-15,Stafford,3,9,2015,24
2015,April-15,Stafford,4,10,2015,22
2015,May-15,Stafford,5,11,2015,16
2015,June-15,Stafford,6,12,2015,18
2016,July-15,Stafford,7,1,2015,27
2016,August-15,Stafford,8,2,2015,20
2016,September-15,Stafford,9,3,2015,16
2016,October-15,Stafford,10,4,2015,28
2016,November-15,Stafford,11,5,2015,7
2016,December-15,Stafford,12,6,2015,15
2016,January-16,Stafford,1,7,2016,22
2016,February-16,Stafford,2,8,2016,11
2016,March-16,Stafford,3,9,2016,21
2016,April-16,Stafford,4,10,2016,12
2016,May-16,Stafford,5,11,2016,16
2016,June-16,Stafford,6,12,2016,28
2014,July-13,Stamford,7,1,2013,134
2014,August-13,Stamford,8,2,2013,124
2014,September-13,Stamford,9,3,2013,123
2014,October-13,Stamford,10,4,2013,126
2014,November-13,Stamford,11,5,2013,123
2014,December-13,Stamford,12,6,2013,102
2014,January-14,Stamford,1,7,2014,117
2014,February-14,Stamford,2,8,2014,125
2014,March-14,Stamford,3,9,2014,147
2014,April-14,Stamford,4,10,2014,157
2014,May-14,Stamford,5,11,2014,127
2014,June-14,Stamford,6,12,2014,134
2015,July-14,Stamford,7,1,2014,153
2015,August-14,Stamford,8,2,2014,136
2015,September-14,Stamford,9,3,2014,137
2015,October-14,Stamford,10,4,2014,151
2015,November-14,Stamford,11,5,2014,148
2015,December-14,Stamford,12,6,2014,148
2015,January-15,Stamford,1,7,2015,135
2015,February-15,Stamford,2,8,2015,139
2015,March-15,Stamford,3,9,2015,141
2015,April-15,Stamford,4,10,2015,132
2015,May-15,Stamford,5,11,2015,134
2015,June-15,Stamford,6,12,2015,144
2016,July-15,Stamford,7,1,2015,143
2016,August-15,Stamford,8,2,2015,116
2016,September-15,Stamford,9,3,2015,81
2016,October-15,Stamford,10,4,2015,83
2016,November-15,Stamford,11,5,2015,86
2016,December-15,Stamford,12,6,2015,123
2016,January-16,Stamford,1,7,2016,113
2016,February-16,Stamford,2,8,2016,141
2016,March-16,Stamford,3,9,2016,133
2016,April-16,Stamford,4,10,2016,135
2016,May-16,Stamford,5,11,2016,127
2016,June-16,Stamford,6,12,2016,89
2014,July-13,Stonington,7,1,2013,23
2014,August-13,Stonington,8,2,2013,29
2014,September-13,Stonington,9,3,2013,28
2014,October-13,Stonington,10,4,2013,34
2014,November-13,Stonington,11,5,2013,23
2014,December-13,Stonington,12,6,2013,27
2014,January-14,Stonington,1,7,2014,26
2014,February-14,Stonington,2,8,2014,23
2014,March-14,Stonington,3,9,2014,24
2014,April-14,Stonington,4,10,2014,21
2014,May-14,Stonington,5,11,2014,22
2014,June-14,Stonington,6,12,2014,24
2015,July-14,Stonington,7,1,2014,15
2015,August-14,Stonington,8,2,2014,24
2015,September-14,Stonington,9,3,2014,34
2015,October-14,Stonington,10,4,2014,21
2015,November-14,Stonington,11,5,2014,22
2015,December-14,Stonington,12,6,2014,14
2015,January-15,Stonington,1,7,2015,29
2015,February-15,Stonington,2,8,2015,26
2015,March-15,Stonington,3,9,2015,29
2015,April-15,Stonington,4,10,2015,28
2015,May-15,Stonington,5,11,2015,25
2015,June-15,Stonington,6,12,2015,18
2016,July-15,Stonington,7,1,2015,28
2016,August-15,Stonington,8,2,2015,21
2016,September-15,Stonington,9,3,2015,29
2016,October-15,Stonington,10,4,2015,26
2016,November-15,Stonington,11,5,2015,28
2016,December-15,Stonington,12,6,2015,28
2016,January-16,Stonington,1,7,2016,23
2016,February-16,Stonington,2,8,2016,22
2016,March-16,Stonington,3,9,2016,24
2016,April-16,Stonington,4,10,2016,19
2016,May-16,Stonington,5,11,2016,22
2016,June-16,Stonington,6,12,2016,30
2014,July-13,Stratford,7,1,2013,73
2014,August-13,Stratford,8,2,2013,69
2014,September-13,Stratford,9,3,2013,68
2014,October-13,Stratford,10,4,2013,68
2014,November-13,Stratford,11,5,2013,65
2014,December-13,Stratford,12,6,2013,53
2014,January-14,Stratford,1,7,2014,62
2014,February-14,Stratford,2,8,2014,67
2014,March-14,Stratford,3,9,2014,67
2014,April-14,Stratford,4,10,2014,63
2014,May-14,Stratford,5,11,2014,82
2014,June-14,Stratford,6,12,2014,77
2015,July-14,Stratford,7,1,2014,79
2015,August-14,Stratford,8,2,2014,59
2015,September-14,Stratford,9,3,2014,72
2015,October-14,Stratford,10,4,2014,78
2015,November-14,Stratford,11,5,2014,69
2015,December-14,Stratford,12,6,2014,70
2015,January-15,Stratford,1,7,2015,72
2015,February-15,Stratford,2,8,2015,64
2015,March-15,Stratford,3,9,2015,67
2015,April-15,Stratford,4,10,2015,83
2015,May-15,Stratford,5,11,2015,71
2015,June-15,Stratford,6,12,2015,76
