"","X","ProfileNo","OrganizationIdentificationID","DepartmentName","OrganizationActivityText","ReportingOfficerIdentificationID","InterventionIdentificationID","IdentificationCategoryDescriptionText","InterventionDate","Month","SubjectRaceCode","SubjectEthnicityCode","SubjectSexCode","SubjectAge","ResidentIndicator","TownRecidentIndicator","InterventionLocationName","InterventionLocationDescriptionText","InterventionLocationLatitude","DegreeY","MinY","SecondY","InterventionLocationLongitude","DegreeX","MinX","SecondX","InterventionReasonCode","InterventionTechniqueCode","InterventionDurationCode","TowedIndicator","StatuteCodeIdentificationID","Reason.for.Stop","StatutatoryCitation","VehicleSearchedIndicator","SearchAuthorizationCode","ContrabandIndicator","CustodialArrestIndicator","InterventionDispositionCode","InterventionDispositionDate","InterventionDispositionReasonText","IsStatuteCodeValid","IsStatutatoryCitationValid","IsaTest","RecordCount","SourceId","SourceReferenceId","InterventionTime","town"
"15077",15077,1918740,"CT0006200","Hamden","Racial Profile","100000577","1300043294","Incident ID","Saturday, October 05, 2013",NA,"B","N","F",30,TRUE,FALSE,"HAMDEN              ","Dixwell / Arch",41.338195,NA,NA,NA,-72.935221,NA,NA,NA,"E","G",1,FALSE,"14-96a(a)","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.990243055555556,"New Britain"
"15078",15078,1918606,"CT0006200","Hamden","Racial Profile","100000475","1300043224","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",29,TRUE,TRUE,"HAMDEN              ","benam/lane",41.36572624,NA,NA,NA,-72.94013671,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-40a(a)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.59755787037037,"New Britain"
"15079",15079,1918483,"CT0006200","Hamden","Racial Profile","100000175","1300043152","Incident ID","Saturday, October 05, 2013",NA,"W","N","F",66,TRUE,FALSE,"HAMDEN              ","dixwell/benham",41.362661,NA,NA,NA,-72.9238,NA,NA,NA,"E","G",1,FALSE,"14-96b","Defective Lights","14-96b",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0783217592592593,"New Britain"
"15080",15080,1918604,"CT0006200","Hamden","Racial Profile","100000475","1300043210","Incident ID","Saturday, October 05, 2013",NA,"W","N","M",43,TRUE,FALSE,"HAMDEN              ","dixwell / putnam",41.34638,NA,NA,NA,-72.933967,NA,NA,NA,"V","B",1,FALSE,"14-299","Traffic Control Signal","14-12a",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.516087962962963,"New Britain"
"15081",15081,1918541,"CT0006200","Hamden","Racial Profile","100000409","1300043204","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",25,TRUE,FALSE,"HAMDEN              ","dixwell/mather",41.35903,NA,NA,NA,-72.925794,NA,NA,NA,"E","G",1,FALSE,"14-96e","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.482083333333333,"New Britain"
"15082",15082,1918681,"CT0006200","Hamden","Racial Profile","100000554","1300043267","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",44,TRUE,TRUE,"HAMDEN              ","lane st",41.366788,NA,NA,NA,-72.940958,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.836354166666667,"New Britain"
"15083",15083,1918714,"CT0006200","Hamden","Racial Profile","100000573","1300043166","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",28,TRUE,TRUE,"HAMDEN              ","Dixwell/Putnam",41.346275,NA,NA,NA,-72.93386,NA,NA,NA,"E","G",1,FALSE,"14-213b","Other","14-213b",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.10318287037037,"New Britain"
"15084",15084,1918816,"CT0006200","Hamden","Racial Profile","100000655","1300043193","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",40,TRUE,FALSE,"HAMDEN              ","dixwell ave./pine st.",41.339541,NA,NA,NA,-72.935205,NA,NA,NA,"V","G",1,FALSE,"14-296aa(b)","Cell Phone","14-213b",FALSE,"N",FALSE,TRUE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.394606481481482,"New Britain"
"15085",15085,1918605,"CT0006200","Hamden","Racial Profile","100000475","1300043219","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",37,TRUE,TRUE,"HAMDEN              ","DIXWELL/NEWTON",41.34839,NA,NA,NA,-72.93276,NA,NA,NA,"V","B",1,FALSE,"14-296aa(b)","Cell Phone","14-296aa(b)",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.57443287037037,"New Britain"
"15086",15086,1918679,"CT0006200","Hamden","Racial Profile","100000554","1300043261","Incident ID","Saturday, October 05, 2013",NA,"W","N","F",24,TRUE,TRUE,"HAMDEN              ","mix ave    ",41.376453,NA,NA,NA,-72.920222,NA,NA,NA,"V","B",1,FALSE,"14-299","Traffic Control Signal","14-299",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.80494212962963,"New Britain"
"15087",15087,1918667,"CT0006200","Hamden","Racial Profile","100000546","1300043259","Incident ID","Saturday, October 05, 2013",NA,"W","N","M",30,TRUE,TRUE,"HAMDEN              ","washington ave.",41.388119,NA,NA,NA,-72.897802,NA,NA,NA,"V","B",1,FALSE,"14-299","Traffic Control Signal",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.794525462962963,"New Britain"
"15088",15088,1918807,"CT0006200","Hamden","Racial Profile","100000654","1300043150","Incident ID","Saturday, October 05, 2013",NA,"W","N","M",46,TRUE,FALSE,"HAMDEN              ","Whitney Ave./Sherman Ave.",41.4192,NA,NA,NA,-72.9043,NA,NA,NA,"V","G",1,FALSE,"14-230","Moving Violation","14-230",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0684490740740741,"New Britain"
"15089",15089,1918738,"CT0006200","Hamden","Racial Profile","100000577","1300043160","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",22,TRUE,FALSE,"HAMDEN              ","arch/dix",41.33833,NA,NA,NA,-72.938335,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0882986111111111,"New Britain"
"15090",15090,1918817,"CT0006200","Hamden","Racial Profile","100000655","1300043298","Incident ID","Saturday, October 05, 2013",NA,"W","H","M",40,TRUE,TRUE,"HAMDEN              ","2300 dixwell ave.",41.3731,NA,NA,NA,-72.9187,NA,NA,NA,"E","G",1,FALSE,"14-96c","Defective Lights","14-215",FALSE,"N",FALSE,TRUE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.997592592592593,"New Britain"
"15091",15091,1918493,"CT0006200","Hamden","Racial Profile","100000223","1300043284","Incident ID","Saturday, October 05, 2013",NA,"B","N","M",33,TRUE,TRUE,"HAMDEN              ","state st/armstrong",41.332811,NA,NA,NA,-72.900564,NA,NA,NA,"V","G",1,FALSE,"14-233","Moving Violation","14-233",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.90650462962963,"New Britain"
"15092",15092,1918480,"CT0006200","Hamden","Racial Profile","100000152","1300043148","Incident ID","Saturday, October 05, 2013",NA,"W","N","M",22,FALSE,FALSE,"HAMDEN              ","dix/whit",41.383121,NA,NA,NA,-72.899079,NA,NA,NA,"V","G",1,FALSE,"14-218","Speed Related","14-218",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0343981481481481,"New Britain"
"15093",15093,1918578,"CT0006200","Hamden","Racial Profile","100000470","1300043272","Incident ID","Saturday, October 05, 2013",NA,"W","N","F",28,TRUE,TRUE,"HAMDEN              ","DIXWELL AVE/PALMER AVE",41.363737,NA,NA,NA,-72.923162,NA,NA,NA,"E","B",1,FALSE,"14-96e","Defective Lights","14-96e",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.860138888888889,"New Britain"
"15094",15094,1918808,"CT0006200","Hamden","Racial Profile","100000654","1300043167","Incident ID","Saturday, October 05, 2013",NA,"W","N","F",47,TRUE,FALSE,"HAMDEN              ","Whitney Ave./Ives St",41.403813,NA,NA,NA,-72.898319,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal","14-299",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.103958333333333,"New Britain"
"15095",15095,1918739,"CT0006200","Hamden","Racial Profile","100000577","1300043294","Incident ID","Saturday, October 05, 2013",NA,"B","N","F",30,TRUE,FALSE,"HAMDEN              ","diwell. Arch",41.338195,NA,NA,NA,-72.935221,NA,NA,NA,"E","G",1,FALSE,"14-96a(a)","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.990243055555556,"New Britain"
"15096",15096,1918678,"CT0006200","Hamden","Racial Profile","100000554","1300043261","Incident ID","Saturday, October 05, 2013",NA,"W","N","F",24,TRUE,TRUE,"HAMDEN              ","mix ave",41.376453,NA,NA,NA,-72.920222,NA,NA,NA,"V","B",1,FALSE,"14-299","Traffic Control Signal",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.80494212962963,"New Britain"
"15097",15097,1918706,"CT0006200","Hamden","Racial Profile","100000565","1300043216","Incident ID","Saturday, October 05, 2013",NA,"W","N","M",64,TRUE,FALSE,"HAMDEN              ","thornton / connolly pkwy",41.365377,NA,NA,NA,-72.916344,NA,NA,NA,"V","B",1,FALSE,"14-301","Stop Sign","14-301",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.553333333333333,"New Britain"
"15098",15098,1918742,"CT0006200","Hamden","Racial Profile","100000577","1300043439","Incident ID","Sunday, October 06, 2013",NA,"B","N","F",28,TRUE,FALSE,"NEW HAVEN           ","cherry Ann St / Bowen St",41.333476,NA,NA,NA,-72.93786,NA,NA,NA,"V","G",1,FALSE,"14-301","Stop Sign",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.994467592592593,"New Britain"
"15099",15099,1918663,"CT0006200","Hamden","Racial Profile","100000544","1300043419","Incident ID","Sunday, October 06, 2013",NA,"W","N","M",21,TRUE,TRUE,"HAMDEN              ","New Road & Sherman Ave",41.413915,NA,NA,NA,-72.895593,NA,NA,NA,"V","G",1,FALSE,"14-218a*","Speed Related",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.825752314814815,"New Britain"
"15100",15100,1918607,"CT0006200","Hamden","Racial Profile","100000475","1300043370","Incident ID","Sunday, October 06, 2013",NA,"B","N","F",59,FALSE,FALSE,"HAMDEN              ","ARCH AND FITCH",41.338294,NA,NA,NA,-72.941115,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.468310185185185,"New Britain"
"15101",15101,1918610,"CT0006200","Hamden","Racial Profile","100000475","1300043389","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",43,TRUE,TRUE,"HAMDEN              ","DIXWELL AND PINE",41.339541,NA,NA,NA,-72.935205,NA,NA,NA,"E","B",1,FALSE,"14-18","Display of Plates","14-18",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.599270833333333,"New Britain"
"15102",15102,1918518,"CT0006200","Hamden","Racial Profile","100000244","1300043320","Incident ID","Sunday, October 06, 2013",NA,"W","N","F",40,TRUE,TRUE,"Hamden              ","na",41.4208,NA,NA,NA,-72.9141,NA,NA,NA,"V","G",1,FALSE,"14-236","Moving Violation",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0696296296296296,"New Britain"
"15103",15103,1918552,"CT0006200","Hamden","Racial Profile","100000412","1300043420","Incident ID","Sunday, October 06, 2013",NA,"B","N","F",36,TRUE,FALSE,"HAMDEN              ","GOODRICH/GEM",41.335659,NA,NA,NA,-72.933739,NA,NA,NA,"I","G",1,FALSE,"53a-129d","Other","53a-129d",FALSE,"N",FALSE,TRUE,"N",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.828275462962963,"New Britain"
"15104",15104,1918550,"CT0006200","Hamden","Racial Profile","100000412","1300043415","Incident ID","Sunday, October 06, 2013",NA,"W","H","M",34,TRUE,FALSE,"HAMDEN              ","Newhall/Morse",41.337029,NA,NA,NA,-72.926483,NA,NA,NA,"V","G",1,FALSE,"14-213b","Other",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.804837962962963,"New Britain"
"15105",15105,1918846,"CT0006200","Hamden","Racial Profile","100000657","1300043308","Incident ID","Sunday, October 06, 2013",NA,"W","H","M",29,TRUE,FALSE,"HAMDEN              ","dixwell/putnam",41.346275,NA,NA,NA,-72.93386,NA,NA,NA,"E","B",2,FALSE,"14-96b","Defective Lights","14-215",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0259375,"New Britain"
"15106",15106,1918608,"CT0006200","Hamden","Racial Profile","100000475","1300043372","Incident ID","Sunday, October 06, 2013",NA,"W","N","F",23,FALSE,FALSE,"HAMDEN              ","PINEROCK @ WELCH",41.345153,NA,NA,NA,-72.948317,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.477523148148148,"New Britain"
"15107",15107,1918758,"CT0006200","Hamden","Racial Profile","100000604","1300043425","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",45,TRUE,TRUE,"HAMDEN              ","dixwell ave and Connolly Parkway",41.3674,NA,NA,NA,-72.9193,NA,NA,NA,"V","G",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.857453703703704,"New Britain"
"15108",15108,1918499,"CT0006200","Hamden","Racial Profile","100000230","1300043313","Incident ID","Sunday, October 06, 2013",NA,"W","N","M",25,TRUE,TRUE,"HAMDEN              ","Whitney Ave/Mather St",41.346024,NA,NA,NA,-72.912455,NA,NA,NA,"V","B",1,FALSE,"14-219(b)","Speed Related","14-219(b)",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0386921296296296,"New Britain"
"15109",15109,1918847,"CT0006200","Hamden","Racial Profile","100000657","1300043326","Incident ID","Sunday, October 06, 2013",NA,"B","N","F",41,TRUE,TRUE,"HAMDEN              ","dixwell/north",41.341686,NA,NA,NA,-72.934986,NA,NA,NA,"E","B",1,FALSE,"14-96b","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0826967592592593,"New Britain"
"15110",15110,1918579,"CT0006200","Hamden","Racial Profile","100000470","1300043406","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",40,TRUE,TRUE,"HAMDEN              ","skiff st/whitney ave",41.37106,NA,NA,NA,-72.906279,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.739594907407407,"New Britain"
"15111",15111,1918862,"CT0006200","Hamden","Racial Profile","100000659","1300043399","Incident ID","Sunday, October 06, 2013",NA,"W","H","M",45,TRUE,FALSE,"HAMDEN              ","Howard and Phelps",41.380686,NA,NA,NA,-72.923,NA,NA,NA,"V","G",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.693101851851852,"New Britain"
"15112",15112,1918519,"CT0006200","Hamden","Racial Profile","100000244","1300043393","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",25,TRUE,TRUE,"HAMDEN              ","na",41.37106,NA,NA,NA,-72.906279,NA,NA,NA,"V","B",1,FALSE,"14-299","Traffic Control Signal",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.646805555555556,"New Britain"
"15113",15113,1918715,"CT0006200","Hamden","Racial Profile","100000573","1300043371","Incident ID","Sunday, October 06, 2013",NA,"W","N","M",55,TRUE,FALSE,"HAMDEN              ","hamden",41.33701667,NA,NA,NA,-72.92881102,NA,NA,NA,"V","G",1,FALSE,"14-12a","Registration",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.471898148148148,"New Britain"
"15114",15114,1918818,"CT0006200","Hamden","Racial Profile","100000655","1300043305","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",65,TRUE,FALSE,"NEW HAVEN           ","dixwell ave./goodrich st",41.334253,NA,NA,NA,-72.935231,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal","14-299",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0186226851851852,"New Britain"
"15115",15115,1918551,"CT0006200","Hamden","Racial Profile","100000412","1300043416","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",40,TRUE,FALSE,"NEW HAVEN           ","DIXWELL/ELIZABETH",41.334812,NA,NA,NA,-72.935234,NA,NA,NA,"V","G",1,FALSE,"14-12(a)*","Registration","14-147(c)",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.811793981481482,"New Britain"
"15116",15116,1918682,"CT0006200","Hamden","Racial Profile","100000554","1300043429","Incident ID","Sunday, October 06, 2013",NA,"B","N","F",24,FALSE,FALSE,"HAMDEN              ","cherry ann st",41.33569,NA,NA,NA,-72.937879,NA,NA,NA,"V","B",1,FALSE,"14-218a","Speed Related","14-218a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.90943287037037,"New Britain"
"15117",15117,1918500,"CT0006200","Hamden","Racial Profile","100000230","1300043327","Incident ID","Sunday, October 06, 2013",NA,"W","N","M",24,FALSE,FALSE,"HAMDEN              ","whitney/Glendower",41.367738,NA,NA,NA,-72.907532,NA,NA,NA,"V","B",1,FALSE,"14-218a","Speed Related","14-218a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0852893518518518,"New Britain"
"15118",15118,1918484,"CT0006200","Hamden","Racial Profile","100000175","1300043300","Incident ID","Sunday, October 06, 2013",NA,"W","N","M",34,TRUE,FALSE,"HAMDEN              ","dixwell/connolly pkwy",41.367106,NA,NA,NA,-72.920713,NA,NA,NA,"V","G",1,FALSE,"14-299","Traffic Control Signal",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.00658564814814815,"New Britain"
"15119",15119,1918741,"CT0006200","Hamden","Racial Profile","100000577","1300043321","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",43,TRUE,FALSE,"HAMDEN              ","Arch / bowen",41.338322,NA,NA,NA,-72.937911,NA,NA,NA,"E","G",1,FALSE,"14-96c","Defective Lights",NA,FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.0701273148148148,"New Britain"
"15120",15120,1918611,"CT0006200","Hamden","Racial Profile","100000475","1300043391","Incident ID","Sunday, October 06, 2013",NA,"B","N","F",27,TRUE,FALSE,"HAMDEN              ","DIXWELL AND WOODIN",41.344438,NA,NA,NA,-72.934378,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-98",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.610219907407407,"New Britain"
"15121",15121,1918609,"CT0006200","Hamden","Racial Profile","100000475","1300043380","Incident ID","Sunday, October 06, 2013",NA,"B","N","M",54,TRUE,TRUE,"HAMDEN              ","fitch/arch",41.338294,NA,NA,NA,-72.941115,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.564108796296296,"New Britain"
"15122",15122,1918485,"CT0006200","Hamden","Racial Profile","100000175","1300043441","Incident ID","Monday, October 07, 2013",NA,"W","N","M",24,TRUE,FALSE,"HAMDEN              ","helenst/circular",41.346493,NA,NA,NA,-72.934048,NA,NA,NA,"E","G",1,FALSE,"14-299","Traffic Control Signal","14-299",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.00196759259259259,"New Britain"
"15123",15123,1918593,"CT0006200","Hamden","Racial Profile","100000472","1300043523","Incident ID","Monday, October 07, 2013",NA,"W","N","M",40,TRUE,TRUE,"HAMDEN              ","dixwell/skiff",41.3768,NA,NA,NA,-72.9148,NA,NA,NA,"V","B",1,FALSE,"14-232(1)","Moving Violation","14-232(1)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.559108796296296,"New Britain"
"15124",15124,1918533,"CT0006200","Hamden","Racial Profile","100000390","1300043562","Incident ID","Monday, October 07, 2013",NA,"W","H","M",23,TRUE,FALSE,"HAMDEN              ","1248 Dixwell Ave",41.3473,NA,NA,NA,-72.9339,NA,NA,NA,"V","G",1,FALSE,"14-147","Other","14-147",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.753854166666667,"New Britain"
"15125",15125,1918413,"CT0006200","Hamden","Racial Profile","100000081","1300043466","Incident ID","Monday, October 07, 2013",NA,"W","N","M",45,TRUE,FALSE,"HAMDEN              ","state/london",41.341457,NA,NA,NA,-72.895553,NA,NA,NA,"V","G",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.322094907407407,"New Britain"
"15126",15126,1918534,"CT0006200","Hamden","Racial Profile","100000390","1300043591","Incident ID","Monday, October 07, 2013",NA,"B","N","M",24,TRUE,TRUE,"HAMDEN              ","dixwell avenue/haig street",41.357358,NA,NA,NA,-72.926977,NA,NA,NA,"V","G",1,FALSE,"14-219","Speed Related","14-219",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.966076388888889,"New Britain"
"15127",15127,1918415,"CT0006200","Hamden","Racial Profile","100000081","1300043467","Incident ID","Monday, October 07, 2013",NA,"B","N","F",28,TRUE,FALSE,"HAMDEN              ","ridge/mulberry hill",41.342638,NA,NA,NA,-72.902478,NA,NA,NA,"V","G",1,FALSE,"14-213b","Other","14-215",FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.330162037037037,"New Britain"
"15128",15128,1918612,"CT0006200","Hamden","Racial Profile","100000475","1300043473","Incident ID","Monday, October 07, 2013",NA,"B","N","M",68,TRUE,FALSE,"HAMDEN              ","DIXWELL AND PALMER",41.363737,NA,NA,NA,-72.923162,NA,NA,NA,"V","B",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.3453125,"New Britain"
"15129",15129,1918553,"CT0006200","Hamden","Racial Profile","100000412","1300043555","Incident ID","Monday, October 07, 2013",NA,"W","H","M",23,TRUE,FALSE,"HAMDEN              ","2100 Dixwell Ave",41.3699,NA,NA,NA,-72.921,NA,NA,NA,"V","G",1,FALSE,"14-147","Other",NA,FALSE,"N",FALSE,FALSE,"M",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.718078703703704,"New Britain"
"15130",15130,1918414,"CT0006200","Hamden","Racial Profile","100000081","1300043466","Incident ID","Monday, October 07, 2013",NA,"W","N","M",45,TRUE,FALSE,"HAMDEN              ","state/london",41.341457,NA,NA,NA,-72.895553,NA,NA,NA,"V","G",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.322094907407407,"New Britain"
"15131",15131,1918589,"CT0006200","Hamden","Racial Profile","100000471","1300043492","Incident ID","Monday, October 07, 2013",NA,"W","H","M",19,TRUE,FALSE,"HAMDEN              ","Goodrich St. / Butler St.",41.335272,NA,NA,NA,-72.92902,NA,NA,NA,"I","G",1,FALSE,"14-99f","Other","14-36(a)",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.399375,"New Britain"
"15132",15132,1918588,"CT0006200","Hamden","Racial Profile","100000471","1300043492","Incident ID","Monday, October 07, 2013",NA,"W","H","M",19,TRUE,FALSE,"HAMDEN              ","goodrich st / butler st ",41.335272,NA,NA,NA,-72.92902,NA,NA,NA,"E","G",1,FALSE,"14-99f","Other","14-36(a)",FALSE,"N",FALSE,FALSE,"I",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.399375,"New Britain"
"15133",15133,1918535,"CT0006200","Hamden","Racial Profile","100000390","1300043679","Incident ID","Tuesday, October 08, 2013",NA,"W","N","M",52,TRUE,FALSE,"HAMDEN              ","Ridge Road/Waite Street",41.339991,NA,NA,NA,-72.902446,NA,NA,NA,"V","G",1,FALSE,"14-12a","Registration","14-12a",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.711157407407407,"New Britain"
"15134",15134,1918761,"CT0006200","Hamden","Racial Profile","100000604","1300043729","Incident ID","Tuesday, October 08, 2013",NA,"W","H","M",22,TRUE,FALSE,"HAMDEN              ","Dixwell ave and Benham St.",41.362714,NA,NA,NA,-72.923881,NA,NA,NA,"V","G",1,FALSE,"14-96a(a)","Defective Lights","14-96a(a)",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.984201388888889,"New Britain"
"15135",15135,1918651,"CT0006200","Hamden","Racial Profile","100000479","1300043726","Incident ID","Tuesday, October 08, 2013",NA,"B","N","M",40,TRUE,FALSE,"HAMDEN              ","DIXWELL AVE/PUTNAM",41.3453,NA,NA,NA,-72.9335,NA,NA,NA,"V","G",1,FALSE,"14-12(a)*","Registration","14-12(a)*",FALSE,"N",FALSE,FALSE,"V",NA,NA,NA,NA,"FALSE",1,"CT0006200","1.30795e+17",0.954074074074074,"New Britain"
